,Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
11870,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,MELONS,"MELONS, CANTALOUP, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),12,31.0
11872,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,MELONS,"MELONS, HONEYDEW, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,51.5
11874,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,MELONS,"MELONS, WATERMELON, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),5,31.5
11876,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,ONIONS,"ONIONS, DRY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),23,35.4
11878,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,ONIONS,"ONIONS, DRY, RED, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,47.8
11880,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,ONIONS,"ONIONS, DRY, WHITE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,33.2
11882,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,ONIONS,"ONIONS, DRY, YELLOW, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),17,39.4
11884,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,ONIONS,"ONIONS, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),6,28.1
11886,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,PEAS,"PEAS, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),11,42.3
11888,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,PEPPERS,"PEPPERS, BELL, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),10,56.7
11890,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,POTATOES,"POTATOES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),281,68.3
11892,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,SPINACH,"SPINACH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),12,36.6
11894,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,SQUASH,"SQUASH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),59,51.2
11896,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,SWEET CORN,"SWEET CORN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),14,59.0
11898,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,SWEET POTATOES,"SWEET POTATOES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7,61.4
11900,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,TOMATOES,"TOMATOES, ORGANIC, IN THE OPEN - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),11,79.2
11902,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,VEGETABLE TOTALS,"VEGETABLE TOTALS, ORGANIC, IN THE OPEN - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),839,36.8
11904,CENSUS,2021,YEAR,,STATE,MAINE,23,,,,,,,0,,"VEGETABLES, OTHER","VEGETABLES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),212,33.6
11906,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,BEANS,"BEANS, SNAP, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,38.9
11908,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,BROCCOLI,"BROCCOLI, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,(H)
11910,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, (EXCL GREEN & RED), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,76.0
11912,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,62.0
11914,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, RED, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,73.4
11916,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,CABBAGE,"CABBAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),5,55.0
11918,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,CARROTS,"CARROTS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),6,64.1
11920,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,CAULIFLOWER,"CAULIFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,68.8
11922,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,CELERY,"CELERY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,49.8
11924,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,GARLIC,"GARLIC, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),6,20.4
11926,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,HERBS,"HERBS, FRESH CUT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,(H)
11928,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,LETTUCE,"LETTUCE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),10,34.4
11930,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,MELONS,"MELONS, CANTALOUP, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,69.2
11932,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,MELONS,"MELONS, WATERMELON, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,(H)
11934,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,ONIONS,"ONIONS, DRY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,53.3
11936,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,ONIONS,"ONIONS, DRY, RED, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,55.2
11938,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,ONIONS,"ONIONS, DRY, WHITE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,56.0
11940,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,ONIONS,"ONIONS, DRY, YELLOW, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,79.6
11942,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,ONIONS,"ONIONS, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,54.3
11944,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,PEAS,"PEAS, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,50.1
11946,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,PEPPERS,"PEPPERS, BELL, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,94.0
11948,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,POTATOES,"POTATOES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),13,30.5
11950,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,SPINACH,"SPINACH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,65.9
11952,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,SQUASH,"SQUASH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),11,40.5
11954,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,SWEET CORN,"SWEET CORN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,80.3
11956,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,SWEET POTATOES,"SWEET POTATOES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),10,23.9
11958,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,TOMATOES,"TOMATOES, ORGANIC, IN THE OPEN - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),9,44.8
11960,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,VEGETABLE TOTALS,"VEGETABLE TOTALS, ORGANIC, IN THE OPEN - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),163,48.9
11962,CENSUS,2021,YEAR,,STATE,MARYLAND,24,,,,,,,0,,"VEGETABLES, OTHER","VEGETABLES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),61,76.3
11964,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,ARTICHOKES,"ARTICHOKES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11966,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,BEANS,"BEANS, SNAP, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),8,66.6
11968,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,BROCCOLI,"BROCCOLI, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),11,54.7
11970,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, (EXCL GREEN & RED), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7,78.4
11972,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),28,94.8
11974,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, RED, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),15,(H)
11976,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,CABBAGE,"CABBAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),50,87.4
11978,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,CARROTS,"CARROTS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),21,44.3
11980,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,CAULIFLOWER,"CAULIFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),6,70.5
11982,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,CELERY,"CELERY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),5,94.0
11984,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,GARLIC,"GARLIC, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),9,63.5
11986,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,HERBS,"HERBS, FRESH CUT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),35,(H)
11988,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,LETTUCE,"LETTUCE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),111,(H)
11990,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MELONS,"MELONS, CANTALOUP, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7,72.8
11992,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MELONS,"MELONS, HONEYDEW, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11994,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MELONS,"MELONS, WATERMELON, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),5,94.0
11996,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,ONIONS,"ONIONS, DRY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),25,56.0
11998,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,ONIONS,"ONIONS, DRY, RED, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),9,54.9
12000,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,ONIONS,"ONIONS, DRY, WHITE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7,63.8
12002,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,ONIONS,"ONIONS, DRY, YELLOW, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),9,51.9
12004,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,ONIONS,"ONIONS, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),8,54.0
12006,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,PEAS,"PEAS, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
12008,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,PEPPERS,"PEPPERS, BELL, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),30,(H)
12010,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,POTATOES,"POTATOES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),15,48.3
12012,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,SPINACH,"SPINACH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),9,59.2
12014,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,SQUASH,"SQUASH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),42,59.0
12016,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,SWEET CORN,"SWEET CORN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
12018,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,SWEET POTATOES,"SWEET POTATOES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),8,57.6
12020,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,TOMATOES,"TOMATOES, ORGANIC, IN THE OPEN - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),29,55.0
12022,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,VEGETABLE TOTALS,"VEGETABLE TOTALS, ORGANIC, IN THE OPEN - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),772,70.1
12024,CENSUS,2021,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,"VEGETABLES, OTHER","VEGETABLES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),326,94.5
12026,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,BEANS,"BEANS, SNAP, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),129,(H)
12028,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,BROCCOLI,"BROCCOLI, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),27,53.7
12030,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, (EXCL GREEN & RED), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),14,92.0
12032,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),50,42.8
12034,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, RED, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),9,62.2
12036,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CABBAGE,"CABBAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),72,40.8
12038,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CARROTS,"CARROTS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),30,55.4
12040,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CAULIFLOWER,"CAULIFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),21,71.0
12042,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CELERY,"CELERY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),8,41.4
12044,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,GARLIC,"GARLIC, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),13,34.4
12046,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,HERBS,"HERBS, FRESH CUT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),50,77.9
12048,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,LETTUCE,"LETTUCE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),28,55.7
12050,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MELONS,"MELONS, CANTALOUP, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),12,60.0
12052,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MELONS,"MELONS, HONEYDEW, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (Z),(H)
12054,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MELONS,"MELONS, WATERMELON, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),18,66.9
12056,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,ONIONS,"ONIONS, DRY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),29,42.4
12058,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,ONIONS,"ONIONS, DRY, RED, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),10,48.6
12060,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,ONIONS,"ONIONS, DRY, WHITE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,66.2
12062,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,ONIONS,"ONIONS, DRY, YELLOW, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),16,38.4
12064,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,ONIONS,"ONIONS, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),10,46.3
12066,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PEAS,"PEAS, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),15,56.9
12068,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,PEPPERS,"PEPPERS, BELL, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),25,37.3
12070,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,POTATOES,"POTATOES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),51,36.3
12072,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,SPINACH,"SPINACH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,50.8
12074,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,SQUASH,"SQUASH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),272,(H)
12076,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,SWEET CORN,"SWEET CORN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),18,65.7
12078,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,SWEET POTATOES,"SWEET POTATOES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,53.4
12080,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,TOMATOES,"TOMATOES, ORGANIC, IN THE OPEN - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),28,34.1
12082,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,VEGETABLE TOTALS,"VEGETABLE TOTALS, ORGANIC, IN THE OPEN - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,112",39.7
12084,CENSUS,2021,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,"VEGETABLES, OTHER","VEGETABLES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),251,82.9
12086,CENSUS,2021,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,BEANS,"BEANS, SNAP, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
12088,CENSUS,2021,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,BROCCOLI,"BROCCOLI, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
12090,CENSUS,2021,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, (EXCL GREEN & RED), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,48.1
12092,CENSUS,2021,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),31,71.5
12094,CENSUS,2021,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, RED, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,50.1
12096,CENSUS,2021,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,CABBAGE,"CABBAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),37,65.1
