,state_ansi,week_ending,begin_code,county_code,county_name,end_code,Value,asd_code,country_name,state_fips_code,location_desc,reference_period_desc,state_alpha,county_ansi,domain_desc,util_practice_desc,congr_district_code,freq_desc,unit_desc,year,region_desc,group_desc,commodity_desc,CV (%),domaincat_desc,short_desc,statisticcat_desc,source_desc,zip_5,class_desc,watershed_code,agg_level_desc,watershed_desc,country_code,state_name,load_time,asd_desc,prodn_practice_desc,sector_desc
1543,47,,00,,,00,5,,UNITED STATES,47,TENNESSEE,YEAR,TN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,SPINACH,16.9,ORGANIC STATUS: (NOP USDA CERTIFIED),"SPINACH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,TENNESSEE,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1544,48,,00,,,00,9,,UNITED STATES,48,TEXAS,YEAR,TX,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,SPINACH,29,ORGANIC STATUS: (NOP USDA CERTIFIED),"SPINACH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,TEXAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1545,50,,00,,,00,2,,UNITED STATES,50,VERMONT,YEAR,VT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,SPINACH,24.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"SPINACH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,VERMONT,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1546,51,,00,,,00,1,,UNITED STATES,51,VIRGINIA,YEAR,VA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,SPINACH,16.9,ORGANIC STATUS: (NOP USDA CERTIFIED),"SPINACH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,VIRGINIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1547,53,,00,,,00,34,,UNITED STATES,53,WASHINGTON,YEAR,WA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,SPINACH,22.5,ORGANIC STATUS: (NOP USDA CERTIFIED),"SPINACH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,WASHINGTON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1548,54,,00,,,00,                 (D),,UNITED STATES,54,WEST VIRGINIA,YEAR,WV,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,SPINACH,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"SPINACH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,WEST VIRGINIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1549,55,,00,,,00,6,,UNITED STATES,55,WISCONSIN,YEAR,WI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,SPINACH,20.6,ORGANIC STATUS: (NOP USDA CERTIFIED),"SPINACH, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,WISCONSIN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1584,04,,00,,,00,                 (D),,UNITED STATES,04,ARIZONA,YEAR,AZ,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,ARIZONA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1585,05,,00,,,00,                 (D),,UNITED STATES,05,ARKANSAS,YEAR,AR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,ARKANSAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1586,06,,00,,,00,"5,483",,UNITED STATES,06,CALIFORNIA,YEAR,CA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,10.6,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,CALIFORNIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1587,08,,00,,,00,                 (D),,UNITED STATES,08,COLORADO,YEAR,CO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,COLORADO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1588,09,,00,,,00,4,,UNITED STATES,09,CONNECTICUT,YEAR,CT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,8.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,CONNECTICUT,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1589,12,,00,,,00,229,,UNITED STATES,12,FLORIDA,YEAR,FL,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,21.6,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,FLORIDA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1590,13,,00,,,00,                 (D),,UNITED STATES,13,GEORGIA,YEAR,GA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,GEORGIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1591,16,,00,,,00,9,,UNITED STATES,16,IDAHO,YEAR,ID,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,26.6,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,IDAHO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1592,17,,00,,,00,                 (D),,UNITED STATES,17,ILLINOIS,YEAR,IL,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,ILLINOIS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1593,18,,00,,,00,                 (D),,UNITED STATES,18,INDIANA,YEAR,IN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,INDIANA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1594,19,,00,,,00,6,,UNITED STATES,19,IOWA,YEAR,IA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,23.9,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,IOWA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1595,21,,00,,,00,                 (D),,UNITED STATES,21,KENTUCKY,YEAR,KY,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,KENTUCKY,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1596,22,,00,,,00,                 (D),,UNITED STATES,22,LOUISIANA,YEAR,LA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,LOUISIANA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1597,23,,00,,,00,9,,UNITED STATES,23,MAINE,YEAR,ME,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,8.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MAINE,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1598,24,,00,,,00,3,,UNITED STATES,24,MARYLAND,YEAR,MD,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,8.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MARYLAND,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1599,25,,00,,,00,16,,UNITED STATES,25,MASSACHUSETTS,YEAR,MA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,8.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MASSACHUSETTS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1600,26,,00,,,00,9,,UNITED STATES,26,MICHIGAN,YEAR,MI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,29.3,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MICHIGAN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1601,27,,00,,,00,7,,UNITED STATES,27,MINNESOTA,YEAR,MN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,27.9,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MINNESOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1602,29,,00,,,00,                 (D),,UNITED STATES,29,MISSOURI,YEAR,MO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MISSOURI,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1603,30,,00,,,00,                 (Z),,UNITED STATES,30,MONTANA,YEAR,MT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,33.4,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MONTANA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1604,33,,00,,,00,                 (Z),,UNITED STATES,33,NEW HAMPSHIRE,YEAR,NH,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,8.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,NEW HAMPSHIRE,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1605,34,,00,,,00,4,,UNITED STATES,34,NEW JERSEY,YEAR,NJ,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,8.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,NEW JERSEY,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1606,36,,00,,,00,31,,UNITED STATES,36,NEW YORK,YEAR,NY,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,14.3,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,NEW YORK,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1607,37,,00,,,00,12,,UNITED STATES,37,NORTH CAROLINA,YEAR,NC,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,18.4,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,NORTH CAROLINA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1608,38,,00,,,00,                 (D),,UNITED STATES,38,NORTH DAKOTA,YEAR,ND,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,NORTH DAKOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1609,39,,00,,,00,12,,UNITED STATES,39,OHIO,YEAR,OH,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,15.3,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,OHIO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1610,40,,00,,,00,                 (D),,UNITED STATES,40,OKLAHOMA,YEAR,OK,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,OKLAHOMA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1611,41,,00,,,00,169,,UNITED STATES,41,OREGON,YEAR,OR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,26.6,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,OREGON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1612,42,,00,,,00,5,,UNITED STATES,42,PENNSYLVANIA,YEAR,PA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,22,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,PENNSYLVANIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1613,44,,00,,,00,3,,UNITED STATES,44,RHODE ISLAND,YEAR,RI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,8.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,RHODE ISLAND,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1614,45,,00,,,00,7,,UNITED STATES,45,SOUTH CAROLINA,YEAR,SC,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,21.6,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,SOUTH CAROLINA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1615,46,,00,,,00,1,,UNITED STATES,46,SOUTH DAKOTA,YEAR,SD,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,42.6,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,SOUTH DAKOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1616,47,,00,,,00,8,,UNITED STATES,47,TENNESSEE,YEAR,TN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,18.4,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,TENNESSEE,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1617,48,,00,,,00,1,,UNITED STATES,48,TEXAS,YEAR,TX,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,32.6,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,TEXAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1618,49,,00,,,00,                 (D),,UNITED STATES,49,UTAH,YEAR,UT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,UTAH,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1619,50,,00,,,00,30,,UNITED STATES,50,VERMONT,YEAR,VT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,16.4,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,VERMONT,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1620,51,,00,,,00,3,,UNITED STATES,51,VIRGINIA,YEAR,VA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,18.4,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,VIRGINIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1621,53,,00,,,00,138,,UNITED STATES,53,WASHINGTON,YEAR,WA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,17.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,WASHINGTON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1622,55,,00,,,00,11,,UNITED STATES,55,WISCONSIN,YEAR,WI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,STRAWBERRIES,6.6,ORGANIC STATUS: (NOP USDA CERTIFIED),"STRAWBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,WISCONSIN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1662,06,,00,,,00,65,,UNITED STATES,06,CALIFORNIA,YEAR,CA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FIELD CROPS,SUNFLOWER,26.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"SUNFLOWER, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,CALIFORNIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1663,08,,00,,,00,"1,629",,UNITED STATES,08,COLORADO,YEAR,CO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FIELD CROPS,SUNFLOWER,54.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"SUNFLOWER, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,COLORADO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1664,09,,00,,,00,28,,UNITED STATES,09,CONNECTICUT,YEAR,CT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FIELD CROPS,SUNFLOWER,34.4,ORGANIC STATUS: (NOP USDA CERTIFIED),"SUNFLOWER, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,CONNECTICUT,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1665,12,,00,,,00,5,,UNITED STATES,12,FLORIDA,YEAR,FL,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FIELD CROPS,SUNFLOWER,35.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"SUNFLOWER, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,FLORIDA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1666,16,,00,,,00,                 (D),,UNITED STATES,16,IDAHO,YEAR,ID,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FIELD CROPS,SUNFLOWER,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"SUNFLOWER, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,IDAHO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1667,20,,00,,,00,                 (D),,UNITED STATES,20,KANSAS,YEAR,KS,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FIELD CROPS,SUNFLOWER,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"SUNFLOWER, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,KANSAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1668,25,,00,,,00,                 (D),,UNITED STATES,25,MASSACHUSETTS,YEAR,MA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FIELD CROPS,SUNFLOWER,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"SUNFLOWER, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MASSACHUSETTS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1669,27,,00,,,00,"1,075",,UNITED STATES,27,MINNESOTA,YEAR,MN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FIELD CROPS,SUNFLOWER,32,ORGANIC STATUS: (NOP USDA CERTIFIED),"SUNFLOWER, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MINNESOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1670,31,,00,,,00,240,,UNITED STATES,31,NEBRASKA,YEAR,NE,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FIELD CROPS,SUNFLOWER,15.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"SUNFLOWER, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,NEBRASKA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1671,36,,00,,,00,24,,UNITED STATES,36,NEW YORK,YEAR,NY,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FIELD CROPS,SUNFLOWER,37.3,ORGANIC STATUS: (NOP USDA CERTIFIED),"SUNFLOWER, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,NEW YORK,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1672,38,,00,,,00,"1,463",,UNITED STATES,38,NORTH DAKOTA,YEAR,ND,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FIELD CROPS,SUNFLOWER,15.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"SUNFLOWER, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,NORTH DAKOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
